,ind,occ,union,public_sector,multiple_jobs,salary,ptm,gender,self
2683,educational services,teachers and professors,1,1,0,86169.21768707484,0,1,0
2684,"business, building and other support services",clerical and supervisor occupations,0,0,0,27839.28571428572,0,1,0
2685,health care and social assistance,"technical, assisting and related in health",0,0,0,60981.292517006805,1,1,0
2686,"business, building and other support services",clerical and supervisor occupations,0,0,0,25850.76530612245,1,1,0
2687,"professional, scientific and technical services",clerical and supervisor occupations,0,0,0,59655.61224489796,0,1,0
2688,other services,"wholesale, technical, insurance, real estate sales specialists",0,0,0,106054.42176870749,0,0,0
2689,public administration,middle management,1,1,0,64958.333333333336,0,0,0
2690,educational services,teachers and professors,1,1,0,76226.6156462585,0,1,0
2691,trade,,0,0,0,66284.01360544217,0,0,0
2692,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,35793.36734693878,0,1,0
2693,educational services,teachers and professors,1,1,0,122625.42517006805,0,1,0
2694,public administration,middle management,1,1,0,79540.81632653062,0,0,0
2695,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,0,0,64958.333333333336,0,1,0
2696,trade,natural and applied sciences,0,0,0,115997.02380952382,0,0,0
2697,trade,"retail salespersons, sales clerks, cashiers",0,0,0,53027.21088435374,0,0,0
2698,health care and social assistance,"financial, secretarial and administrative",0,0,0,62306.97278911565,0,1,0
2699,public administration,clerical and supervisor occupations,1,1,0,64958.333333333336,0,1,0
2700,health care and social assistance,clerical and supervisor occupations,1,1,0,29164.96598639456,1,1,0
2701,"forestry, fishing, mining, oil and gas",occupations unique to primary industry,1,0,0,119311.22448979592,0,0,0
2702,public administration,"financial, secretarial and administrative",1,1,0,35793.36734693878,0,1,0
2703,health care and social assistance,,1,1,0,46398.80952380953,1,1,0
2704,health care and social assistance,"technical, assisting and related in health",1,1,0,51701.5306122449,0,1,0
2705,trade,natural and applied sciences,0,0,0,60981.292517006805,0,0,0
2706,health care and social assistance,"technical, assisting and related in health",1,1,0,57004.251700680274,1,1,0
2707,manufacturing,machine operators and assemblers in manufacturing,0,0,0,45073.12925170068,0,0,0
2708,manufacturing,professional in business and finance,0,0,0,129253.82653061223,0,0,0
2709,trade,"retail salespersons, sales clerks, cashiers",0,0,0,29164.96598639456,0,1,0
2710,construction,construction trades,1,0,0,35793.36734693878,0,0,0
2711,public administration,middle management,0,1,0,145824.8299319728,0,0,0
2712,"information, culture and recreation","financial, secretarial and administrative",0,1,0,72912.4149659864,0,1,0
2713,health care and social assistance,"occupations in social science, government service and religion",0,0,0,42421.768707483,0,1,0
2714,transportation and warehousing,natural and applied sciences,1,0,0,122625.42517006805,1,0,0
2715,construction,construction trades,0,0,1,15245.3231292517,0,0,1
2716,public administration,middle management,0,1,0,198852.0408163265,0,0,0
2717,transportation and warehousing,clerical and supervisor occupations,1,1,0,33142.00680272109,0,1,0
2718,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,21210.884353741498,0,1,0
2719,health care and social assistance,clerical and supervisor occupations,0,0,0,46398.80952380953,0,1,0
2720,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,11931.122448979591,0,0,0
2721,"professional, scientific and technical services","occupations in social science, government service and religion",0,0,0,50375.85034013606,0,1,0
2722,accommodation and food services,"retail salespersons, sales clerks, cashiers",1,0,0,19222.363945578232,0,1,0
2723,educational services,teachers and professors,1,1,1,49050.17006802721,0,1,1
2724,"information, culture and recreation",clerical and supervisor occupations,1,0,0,57004.251700680274,0,1,0
2725,"professional, scientific and technical services","financial, secretarial and administrative",0,0,0,64958.333333333336,0,1,0
2726,health care and social assistance,"occupations in social science, government service and religion",0,0,0,30490.6462585034,0,1,0
2727,health care and social assistance,middle management,0,1,0,122625.42517006805,0,1,0
2728,other services,other trades,0,0,0,66284.01360544217,0,0,0
2729,manufacturing,transport and equipment operators,0,0,0,102740.22108843538,0,0,0
2730,public administration,occupation in protective services,0,1,0,132568.02721088435,0,0,0
2731,public administration,natural and applied sciences,1,1,0,152453.231292517,0,0,0
2732,health care and social assistance,"occupations in social science, government service and religion",0,0,0,89483.41836734694,0,1,0
2733,transportation and warehousing,transport and equipment operators,1,1,1,115997.02380952382,0,0,0
2734,educational services,teachers and professors,1,1,0,115997.02380952382,0,1,0
2735,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,33142.00680272109,0,1,0
2736,manufacturing,"labourer in processing, manufacturing and utilities",1,0,0,72912.4149659864,0,1,0
2737,construction,other trades,1,0,0,82855.01700680272,0,0,0
2738,transportation and warehousing,transport and equipment operators,0,0,0,89483.41836734694,0,0,0
2739,"information, culture and recreation",other trades,0,0,0,152453.231292517,0,0,0
2740,educational services,childcare and home support workers,1,1,0,33142.00680272109,1,1,0
2741,manufacturing,"financial, secretarial and administrative",0,0,0,76226.6156462585,1,1,0
2742,transportation and warehousing,clerical and supervisor occupations,0,0,0,19885.20408163265,0,1,0
2743,"forestry, fishing, mining, oil and gas",natural and applied sciences,0,0,0,132568.02721088435,0,1,0
2744,"forestry, fishing, mining, oil and gas",natural and applied sciences,0,0,0,172338.43537414967,0,0,0
2745,health care and social assistance,"technical, assisting and related in health",1,1,1,30490.6462585034,1,1,0
2746,trade,"trades helpers, construction, and transportation labourers",0,0,0,72912.4149659864,0,0,0
2747,health care and social assistance,clerical and supervisor occupations,1,1,0,47724.48979591837,0,0,0
2748,"professional, scientific and technical services",natural and applied sciences,0,0,0,106054.42176870749,0,0,0
2749,trade,"trades helpers, construction, and transportation labourers",0,0,0,31816.326530612245,0,1,0
2750,transportation and warehousing,middle management,0,0,0,172338.43537414967,0,1,0
2751,trade,middle management,1,0,0,43747.44897959184,0,0,0
2752,educational services,"financial, secretarial and administrative",0,1,0,22536.56462585034,1,1,0
2753,other services,other trades,0,0,0,64958.333333333336,0,0,0
2754,trade,clerical and supervisor occupations,0,0,1,27839.28571428572,0,1,0
2755,"information, culture and recreation",middle management,0,0,0,165710.03401360544,0,0,0
2756,manufacturing,machine operators and assemblers in manufacturing,1,0,0,96111.81972789115,0,0,0
2757,manufacturing,middle management,0,0,0,115997.02380952382,0,1,0
2758,trade,clerical and supervisor occupations,0,0,0,27839.28571428572,0,0,0
2759,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,67609.69387755102,0,1,0
2760,manufacturing,clerical and supervisor occupations,0,0,0,54352.89115646259,0,1,0
2761,public administration,middle management,1,1,0,99426.02040816328,0,1,0
2762,manufacturing,"labourer in processing, manufacturing and utilities",1,0,1,37119.04761904762,0,1,0
2763,manufacturing,middle management,0,0,0,109368.6224489796,0,0,0
2764,transportation and warehousing,,0,0,0,18559.52380952381,0,1,0
2765,manufacturing,middle management,0,0,0,54352.89115646259,0,0,0
2766,trade,middle management,0,0,0,59655.61224489796,0,1,0
2767,public administration,natural and applied sciences,1,1,0,86169.21768707484,0,0,0
2768,"business, building and other support services",,0,0,0,29164.96598639456,0,0,0
2769,construction,transport and equipment operators,0,1,1,63632.65306122449,0,0,1
2770,public administration,"financial, secretarial and administrative",1,1,0,50375.85034013606,0,1,0
2771,construction,natural and applied sciences,0,0,0,49050.17006802721,0,0,0
2772,,,0,0,0,278392.8571428572,0,0,0
2773,trade,"retail salespersons, sales clerks, cashiers",0,0,0,34467.68707482993,0,1,0
2774,trade,,0,0,0,17896.68367346939,1,0,0
2775,public administration,professional in business and finance,1,1,0,82855.01700680272,0,1,0
2776,educational services,teachers and professors,1,1,0,115997.02380952382,0,1,0
2777,transportation and warehousing,clerical and supervisor occupations,1,1,0,35793.36734693878,0,1,0
2778,transportation and warehousing,transport and equipment operators,1,0,0,38444.727891156464,0,0,0
2779,"information, culture and recreation","occupations in art, culture, recreation and sport",1,0,0,145824.8299319728,0,0,0
2780,transportation and warehousing,middle management,0,0,0,218737.2448979592,0,0,0
2781,manufacturing,middle management,0,0,0,212108.84353741497,0,0,0
2782,"professional, scientific and technical services",clerical and supervisor occupations,0,0,0,27839.28571428572,0,1,0
2783,trade,clerical and supervisor occupations,0,0,0,139196.42857142858,0,0,0
2784,"professional, scientific and technical services",middle management,0,0,0,159081.63265306124,0,0,0
2785,educational services,natural and applied sciences,0,1,0,79540.81632653062,0,0,0
2786,"finance, insurance, real estate and leasing",,0,0,0,331420.0680272109,0,1,0
2787,manufacturing,machine operators and assemblers in manufacturing,0,0,0,41096.08843537415,0,0,0
2788,other services,"occupations in social science, government service and religion",0,0,0,51701.5306122449,0,0,0
2789,"information, culture and recreation",clerical and supervisor occupations,0,0,0,72912.4149659864,0,0,0
2790,health care and social assistance,professional in health,1,0,0,38444.727891156464,1,1,0
2791,construction,"financial, secretarial and administrative",0,0,0,49050.17006802721,0,1,0
2792,manufacturing,clerical and supervisor occupations,0,0,0,55678.57142857144,0,0,0
2793,health care and social assistance,professional in health,1,0,0,59655.61224489796,0,1,0
2794,accommodation and food services,,0,0,0,21873.72448979592,1,1,0
2795,public administration,natural and applied sciences,1,1,0,63632.65306122449,0,0,0
2796,construction,construction trades,1,0,0,92797.61904761904,0,0,0
2797,public administration,natural and applied sciences,1,1,0,92797.61904761904,0,1,0
2798,trade,"retail salespersons, sales clerks, cashiers",0,0,0,58329.93197278912,0,1,0
2799,trade,"retail salespersons, sales clerks, cashiers",0,0,0,16571.003401360544,1,1,0
2800,accommodation and food services,,0,0,0,21210.884353741498,0,1,0
2801,utilities,machine operators and assemblers in manufacturing,0,1,0,109368.6224489796,0,0,0
2802,manufacturing,other trades,1,0,0,89483.41836734694,0,0,0
2803,trade,middle management,0,0,0,165710.03401360544,0,0,0
2804,other services,"financial, secretarial and administrative",0,0,0,12593.962585034014,1,1,0
2805,educational services,"financial, secretarial and administrative",1,1,0,69598.21428571429,0,1,0
2806,other services,clerical and supervisor occupations,0,0,0,55678.57142857144,0,1,0
2807,manufacturing,clerical and supervisor occupations,0,0,1,62306.97278911565,0,1,0
2808,health care and social assistance,clerical and supervisor occupations,0,0,1,55678.57142857144,1,1,0
2809,health care and social assistance,clerical and supervisor occupations,1,1,0,53027.21088435374,0,1,0
2810,educational services,teachers and professors,1,1,0,72912.4149659864,0,1,0
2811,educational services,teachers and professors,1,1,0,119311.22448979592,0,1,0
2812,trade,clerical and supervisor occupations,0,0,0,34467.68707482993,0,0,0
2813,construction,"retail salespersons, sales clerks, cashiers",0,0,0,59655.61224489796,0,0,0
2814,public administration,natural and applied sciences,1,1,0,92797.61904761904,0,1,0
2815,health care and social assistance,"occupations in social science, government service and religion",1,1,0,64958.333333333336,0,1,0
2816,"business, building and other support services",middle management,0,0,0,57004.251700680274,0,1,0
